dim_y,dim_x,ASR,ASR_DQF1,DSR,DSR_DQF1,RSR,RSR_DQF1,SW_DQF,gk2a_imager_projection,date
98,125,228.6,1,295.4,1,92.6,1,0,0,202010010000
98,125,216.1,1,279.2,1,128.1,1,1,0,202010010010
98,125,240.5,1,310.7,1,130.1,1,1,0,202010010020
98,125,215.5,1,278.5,1,194.6,1,1,0,202010010030
98,125,217.3,1,280.80002,1,219.7,1,1,0,202010010040
98,125,220.8,1,285.2,1,241.8,1,1,0,202010010050
98,125,183.6,1,237.2,1,310.1,1,1,0,202010010100
98,125,134.40001,1,173.6,1,391.30002,1,1,0,202010010110
98,125,155.8,1,201.3,1,389.4,1,1,0,202010010120
98,125,297.1,1,383.9,1,247.1,1,1,0,202010010130
98,125,294.30002,1,380.30002,1,270.80002,1,1,0,202010010140
98,125,232.2,1,300,1,362.2,1,1,0,202010010150
98,125,334.9,1,432.7,1,261,1,1,0,202010010200
98,125,347,1,448.4,1,263.6,1,1,0,202010010210
98,125,193.3,1,249.7,1,457.4,1,1,0,202010010220
98,125,369.2,1,477.1,1,267.1,1,1,0,202010010230
98,125,326.5,1,421.80002,1,296.2,1,1,0,202010010240
98,125,389.1,1,502.80002,1,267.6,1,1,0,202010010250
98,125,404.2,1,522.2,1,259.7,1,1,0,202010010300
98,125,387,1,500,1,287.9,1,1,0,202010010310
98,125,423.5,1,547.10004,1,252.2,1,1,0,202010010320
98,125,438.7,1,566.7,1,239.7,1,1,0,202010010330
98,125,434.5,1,561.4,1,248.2,1,1,0,202010010340
98,125,398.7,1,515.10004,1,291.9,1,1,0,202010010350
98,125,384.2,1,496.4,1,309.30002,1,1,0,202010010400
98,125,336.30002,1,434.4,1,364.1,1,1,0,202010010410
98,125,402.1,1,519.5,1,263.9,1,1,0,202010010420
98,125,380,1,490.9,1,306.9,1,1,0,202010010430
98,125,361.9,1,467.6,1,292.6,1,1,0,202010010440
98,125,445.1,1,575.10004,1,218.8,1,1,0,202010010450
98,125,391.30002,1,505.6,1,272.80002,1,1,0,202010010500
98,125,265.6,1,343.2,1,408.80002,1,1,0,202010010510
98,125,345.9,1,446.9,1,304.2,1,1,0,202010010520
98,125,340.6,1,440,1,297.5,1,1,0,202010010530
98,125,280.30002,1,362.2,1,353.30002,1,1,0,202010010540
98,125,325.1,1,420,1,285.7,1,1,0,202010010550
98,125,342.5,1,442.5,1,230.3,1,1,0,202010010610
98,125,361.7,1,467.30002,1,188.40001,1,1,0,202010010620
98,125,361.80002,1,467.4,1,167.5,1,1,0,202010010630
98,125,345,1,445.80002,1,164.90001,1,1,0,202010010640
98,125,341.80002,1,441.7,1,143,1,1,0,202010010650
98,125,319.6,1,413,1,142.90001,1,1,0,202010010700
98,125,285.4,1,368.7,1,161.40001,1,1,0,202010010710
98,125,281.80002,1,364.1,1,139.1,1,1,0,202010010720
98,125,220.40001,1,284.80002,1,183,1,1,0,202010010730
98,125,236,1,304.9,1,136.6,1,1,0,202010010740
98,125,221.2,1,285.7,1,124.6,1,0,0,202010010750
98,125,174.2,1,225.1,1,149.1,1,0,0,202010010800
98,125,124.8,1,161.2,1,175.8,1,0,0,202010010810
98,125,131.1,1,169.40001,1,137,1,0,0,202010010820
98,125,124,1,160.2,1,113.200005,1,0,0,202010010830
98,125,120.5,1,155.7,1,84.6,1,0,0,202010010840
98,125,nan,nan,nan,nan,nan,nan,0,0,202010010850
98,125,nan,nan,nan,nan,nan,nan,0,0,202010010900
98,125,nan,nan,nan,nan,nan,nan,0,0,202010010910
98,125,nan,nan,nan,nan,nan,nan,0,0,202010010920
98,125,nan,nan,nan,nan,nan,nan,0,0,202010010930
98,125,nan,nan,nan,nan,nan,nan,0,0,202010010940
98,125,nan,nan,nan,nan,nan,nan,0,0,202010010950
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011000
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011010
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011020
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011030
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011040
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011050
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011100
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011110
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011120
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011130
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011140
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011150
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011200
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011210
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011220
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011230
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011240
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011250
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011300
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011310
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011320
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011330
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011340
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011350
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011400
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011410
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011420
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011430
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011440
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011450
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011500
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011510
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011520
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011530
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011540
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011550
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011600
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011610
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011620
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011630
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011640
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011650
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011700
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011710
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011720
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011730
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011740
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011750
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011800
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011810
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011820
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011830
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011840
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011850
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011900
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011910
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011920
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011930
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011940
98,125,nan,nan,nan,nan,nan,nan,0,0,202010011950
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012000
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012010
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012020
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012030
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012040
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012050
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012100
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012110
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012120
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012130
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012140
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012150
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012200
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012210
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012220
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012230
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012240
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012250
98,125,nan,nan,nan,nan,nan,nan,0,0,202010012300
98,125,98,1,126.6,1,73.6,1,0,0,202010012310
98,125,120.700005,1,156,1,87.200005,1,0,0,202010012320
98,125,127.6,1,164.8,1,111.700005,1,0,0,202010012330
98,125,120.9,1,156.2,1,151.40001,1,0,0,202010012340
98,125,139.8,1,180.6,1,160.7,1,0,0,202010012350
98,125,172.40001,1,217.6,1,158.2,1,0,0,202010020000
98,125,163.1,1,205.90001,1,198.5,1,1,0,202010020010
